tf.Tensor([6.8764354e-04 2.6750509e-04 2.4782584e-04 9.9879706e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9999756e-01 1.6332461e-06 5.4018437e-07 2.2228774e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9699128e-01 4.0267796e-06 3.1379298e-07 3.0042871e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9443078e-01 1.7326151e-05 4.5081777e-03 1.0437388e-03], shape=(4,), dtype=float32)
tf.Tensor([7.0565963e-01 1.8267074e-05 1.9092676e-01 1.0339534e-01], shape=(4,), dtype=float32)
tf.Tensor([2.2163612e-01 2.9259234e-05 1.1365468e-02 7.6696908e-01], shape=(4,), dtype=float32)
tf.Tensor([1.7388331e-03 9.2396867e-06 3.1748142e-03 9.9507713e-01], shape=(4,), dtype=float32)
tf.Tensor([9.542934e-01 8.271244e-04 4.127137e-05 4.483814e-02], shape=(4,), dtype=float32)
tf.Tensor([5.3769267e-01 4.9240905e-04 8.6411263e-04 4.6095076e-01], shape=(4,), dtype=float32)
tf.Tensor([4.4778022e-03 9.9081147e-01 6.3709985e-04 4.0736604e-03], shape=(4,), dtype=float32)
tf.Tensor([4.4082167e-24 1.0000000e+00 1.7839995e-23 9.3078072e-14], shape=(4,), dtype=float32)
tf.Tensor([0.03352088 0.8703842  0.00891572 0.08717914], shape=(4,), dtype=float32)
tf.Tensor([3.2621901e-05 6.9848529e-06 9.9995971e-01 6.5577035e-07], shape=(4,), dtype=float32)
tf.Tensor([4.8821230e-10 1.0198693e-09 1.0000000e+00 3.5838752e-08], shape=(4,), dtype=float32)
tf.Tensor([2.0055009e-10 7.2734546e-10 1.0000000e+00 1.1570867e-08], shape=(4,), dtype=float32)
tf.Tensor([1.0794259e-09 3.5654388e-09 9.9999940e-01 5.4869236e-07], shape=(4,), dtype=float32)
tf.Tensor([4.5696597e-06 2.9671316e-06 9.9998653e-01 5.9496228e-06], shape=(4,), dtype=float32)
tf.Tensor([0.93472004 0.00182647 0.06233279 0.00112069], shape=(4,), dtype=float32)
tf.Tensor([1.1412722e-14 2.0377393e-12 1.0000000e+00 1.5139394e-10], shape=(4,), dtype=float32)
tf.Tensor([9.1538296e-12 8.2236538e-09 9.9999845e-01 1.4263654e-06], shape=(4,), dtype=float32)
tf.Tensor([6.874649e-11 3.342374e-10 1.000000e+00 1.579355e-08], shape=(4,), dtype=float32)
tf.Tensor([3.4162105e-12 1.4745737e-09 1.0000000e+00 5.4249649e-10], shape=(4,), dtype=float32)
tf.Tensor([4.873941e-07 8.926328e-06 9.999902e-01 2.981038e-07], shape=(4,), dtype=float32)
tf.Tensor([5.9580092e-05 7.8784776e-01 1.6969858e-05 2.1207564e-01], shape=(4,), dtype=float32)
tf.Tensor([5.8654193e-03 5.6460896e-05 1.0695408e-05 9.9406731e-01], shape=(4,), dtype=float32)
tf.Tensor([1.5482111e-02 3.0119400e-05 2.4783195e-04 9.8424000e-01], shape=(4,), dtype=float32)
tf.Tensor([5.5007485e-04 8.4462899e-06 4.0379950e-06 9.9943745e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9352446e-06 7.5476652e-07 2.9690207e-07 9.9998909e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4927107e-04 6.3284943e-03 4.0568179e-06 9.9351817e-01], shape=(4,), dtype=float32)
tf.Tensor([1.2645965e-05 4.7893449e-05 6.3786538e-05 9.9987572e-01], shape=(4,), dtype=float32)
tf.Tensor([1.1455290e-06 7.0000366e-09 8.0815710e-12 9.9999887e-01], shape=(4,), dtype=float32)
tf.Tensor([1.7054315e-15 1.0000000e+00 1.8216816e-20 7.8243417e-08], shape=(4,), dtype=float32)
tf.Tensor([6.2544908e-12 2.1622634e-10 1.6269090e-16 1.0000000e+00], shape=(4,), dtype=float32)
tf.Tensor([8.9840138e-01 2.9429943e-06 2.0996943e-06 1.0159344e-01], shape=(4,), dtype=float32)
tf.Tensor([5.4574621e-06 2.0421808e-06 1.9307215e-04 9.9979937e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9852335e-01 4.9679545e-07 1.1326899e-03 3.4341638e-04], shape=(4,), dtype=float32)
tf.Tensor([4.7074081e-03 3.7536407e-05 5.6836393e-06 9.9524939e-01], shape=(4,), dtype=float32)
tf.Tensor([1.8058984e-08 6.7001411e-06 7.6217621e-05 9.9991697e-01], shape=(4,), dtype=float32)
tf.Tensor([0.01469079 0.00389076 0.8761444  0.10527407], shape=(4,), dtype=float32)
tf.Tensor([1.6618246e-02 8.2164743e-06 2.4639920e-08 9.8337358e-01], shape=(4,), dtype=float32)
tf.Tensor([2.0263372e-03 7.6734235e-05 6.4502290e-04 9.9725193e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9984622e-01 1.0849816e-06 4.2558987e-08 1.5263894e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9998671e-01 7.2962814e-07 4.5408616e-08 1.2516644e-05], shape=(4,), dtype=float32)
tf.Tensor([9.2715669e-01 1.4544444e-04 4.6988794e-06 7.2693132e-02], shape=(4,), dtype=float32)
tf.Tensor([3.9031792e-01 3.0056166e-04 3.7324971e-05 6.0934418e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9682778e-01 1.8339478e-04 4.4027623e-04 2.5486348e-03], shape=(4,), dtype=float32)
tf.Tensor([5.0904237e-02 4.9085799e-04 2.5982747e-05 9.4857895e-01], shape=(4,), dtype=float32)
tf.Tensor([9.2379469e-01 4.9644761e-04 3.7505992e-02 3.8202796e-02], shape=(4,), dtype=float32)
tf.Tensor([8.6578006e-01 7.7204546e-05 2.4509276e-05 1.3411812e-01], shape=(4,), dtype=float32)
tf.Tensor([9.89515424e-01 2.23529059e-04 3.27141174e-06 1.02577945e-02], shape=(4,), dtype=float32)
tf.Tensor([2.9070148e-02 9.1645334e-06 9.6322542e-01 7.6951352e-03], shape=(4,), dtype=float32)
tf.Tensor([4.0192854e-02 1.0949286e-05 9.5630348e-01 3.4927339e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9977666e-01 2.6260295e-07 1.7493583e-05 2.0553746e-04], shape=(4,), dtype=float32)
tf.Tensor([2.7639810e-02 4.6735971e-05 9.1017127e-01 6.2142275e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9998277e-01 1.5382846e-06 1.2433956e-06 1.4486160e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9870175e-01 1.1743302e-05 6.8886249e-05 1.2176804e-03], shape=(4,), dtype=float32)
tf.Tensor([8.7623222e-04 9.7709340e-01 7.0315256e-04 2.1327291e-02], shape=(4,), dtype=float32)
tf.Tensor([8.7738104e-24 1.0000000e+00 7.0284257e-23 4.9935479e-14], shape=(4,), dtype=float32)
tf.Tensor([0.07056329 0.79959136 0.00170116 0.12814416], shape=(4,), dtype=float32)
tf.Tensor([4.0499204e-01 3.6878945e-04 5.9408325e-01 5.5584876e-04], shape=(4,), dtype=float32)
tf.Tensor([1.2607545e-11 4.4576642e-10 1.0000000e+00 1.5936577e-08], shape=(4,), dtype=float32)
tf.Tensor([2.0565152e-09 2.5440032e-09 9.9999899e-01 1.0546031e-06], shape=(4,), dtype=float32)
tf.Tensor([2.1913459e-07 1.0037733e-08 9.9999946e-01 3.0483196e-07], shape=(4,), dtype=float32)
tf.Tensor([8.73469949e-01 2.97385617e-04 1.23374574e-01 2.85808486e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9977642e-01 1.5004813e-04 3.7220204e-06 6.9786300e-05], shape=(4,), dtype=float32)
tf.Tensor([5.2969933e-12 2.2017324e-10 1.0000000e+00 1.7275507e-08], shape=(4,), dtype=float32)
tf.Tensor([1.3931495e-11 1.0628954e-08 9.9998164e-01 1.8371395e-05], shape=(4,), dtype=float32)
tf.Tensor([6.1002187e-10 3.2531282e-09 1.0000000e+00 8.5096829e-08], shape=(4,), dtype=float32)
tf.Tensor([1.3402253e-12 1.4335881e-09 1.0000000e+00 3.0733860e-10], shape=(4,), dtype=float32)
tf.Tensor([5.0220746e-03 4.1453928e-05 9.9492323e-01 1.3226059e-05], shape=(4,), dtype=float32)
tf.Tensor([1.4828779e-13 1.5608607e-06 9.5960837e-13 9.9999839e-01], shape=(4,), dtype=float32)
tf.Tensor([1.7610434e-01 1.5717973e-04 6.3674102e-06 8.2373214e-01], shape=(4,), dtype=float32)
tf.Tensor([9.4436589e-05 4.8295464e-05 5.4098622e-05 9.9980313e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9894497e-02 1.1160698e-01 6.4761576e-04 8.6785090e-01], shape=(4,), dtype=float32)
tf.Tensor([9.8538578e-01 3.8221940e-05 4.2304309e-06 1.4571845e-02], shape=(4,), dtype=float32)
tf.Tensor([4.5159446e-05 2.6351835e-03 2.0555085e-06 9.9731767e-01], shape=(4,), dtype=float32)
tf.Tensor([8.6737037e-07 8.6699192e-06 1.1314939e-06 9.9998933e-01], shape=(4,), dtype=float32)
tf.Tensor([4.7432983e-01 1.9994550e-04 3.5325120e-05 5.2543485e-01], shape=(4,), dtype=float32)
tf.Tensor([7.4153208e-16 9.9998677e-01 1.8790076e-18 1.3195425e-05], shape=(4,), dtype=float32)
tf.Tensor([1.5200493e-04 1.1531296e-04 1.0521113e-05 9.9972218e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9013817e-01 2.3891398e-06 3.9814116e-05 9.8195886e-03], shape=(4,), dtype=float32)
tf.Tensor([1.0401740e-06 1.7739270e-06 4.2253272e-05 9.9995488e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9777025e-01 6.9857731e-07 1.7376140e-03 4.9136596e-04], shape=(4,), dtype=float32)
tf.Tensor([2.2607127e-02 3.0179737e-05 2.8197826e-07 9.7736245e-01], shape=(4,), dtype=float32)
tf.Tensor([9.0705878e-05 2.7579563e-05 1.9941528e-04 9.9968231e-01], shape=(4,), dtype=float32)
tf.Tensor([2.5267769e-02 3.8926196e-04 9.1655761e-01 5.7785381e-02], shape=(4,), dtype=float32)
tf.Tensor([1.3683991e-02 1.0624409e-04 7.9339028e-05 9.8613048e-01], shape=(4,), dtype=float32)
tf.Tensor([8.5029769e-04 1.1996056e-04 1.4782106e-04 9.9888206e-01], shape=(4,), dtype=float32)
tf.Tensor([9.999090e-01 1.943509e-06 9.653302e-08 8.897157e-05], shape=(4,), dtype=float32)
tf.Tensor([7.3443331e-02 3.2157197e-05 1.4173835e-06 9.2652309e-01], shape=(4,), dtype=float32)
tf.Tensor([9.3476963e-01 2.5438538e-04 1.4579771e-05 6.4961426e-02], shape=(4,), dtype=float32)
tf.Tensor([3.2114875e-02 7.1494805e-04 3.4928384e-05 9.6713519e-01], shape=(4,), dtype=float32)
tf.Tensor([9.8547167e-01 5.8509882e-05 7.8570265e-05 1.4391193e-02], shape=(4,), dtype=float32)
tf.Tensor([0.06884913 0.04621315 0.79045475 0.094483  ], shape=(4,), dtype=float32)
tf.Tensor([9.4010109e-01 1.4060289e-04 6.1988314e-03 5.3559471e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9999928e-01 5.1472856e-08 1.0800659e-08 7.5088934e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9978459e-01 6.8641873e-07 4.9482612e-08 2.1463876e-04], shape=(4,), dtype=float32)
tf.Tensor([9.7542363e-01 5.7354537e-05 5.6185159e-03 1.8900502e-02], shape=(4,), dtype=float32)
tf.Tensor([4.9860883e-03 9.8776045e-06 9.8036253e-01 1.4641576e-02], shape=(4,), dtype=float32)
tf.Tensor([5.0095266e-01 2.3989263e-05 1.2825826e-03 4.9774081e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0722276e-01 5.4331613e-05 8.0869293e-01 8.4029943e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9999249e-01 1.9145513e-07 3.6818966e-07 6.9221401e-06], shape=(4,), dtype=float32)
tf.Tensor([9.969649e-01 9.410707e-06 2.010168e-05 3.005661e-03], shape=(4,), dtype=float32)
tf.Tensor([7.4129174e-03 9.8424375e-01 8.3802460e-04 7.5052390e-03], shape=(4,), dtype=float32)
tf.Tensor([2.2708116e-24 1.0000000e+00 1.4376103e-23 6.1752754e-14], shape=(4,), dtype=float32)
tf.Tensor([5.3308900e-02 8.4127647e-01 8.0279606e-05 1.0533436e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9997228e-01 1.9126749e-06 7.9968395e-06 1.7884524e-05], shape=(4,), dtype=float32)
tf.Tensor([5.8044608e-10 6.3015909e-10 1.0000000e+00 3.2146907e-08], shape=(4,), dtype=float32)
tf.Tensor([4.2672352e-10 3.7827799e-09 9.9999958e-01 4.0819140e-07], shape=(4,), dtype=float32)
tf.Tensor([2.2027438e-12 5.2581878e-10 9.9999994e-01 1.4755327e-07], shape=(4,), dtype=float32)
tf.Tensor([6.010817e-06 2.282768e-05 9.999594e-01 1.183207e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9944103e-01 2.3100161e-04 4.7606645e-06 3.2312385e-04], shape=(4,), dtype=float32)
tf.Tensor([7.8887022e-13 5.7955044e-11 1.0000000e+00 8.0069169e-09], shape=(4,), dtype=float32)
tf.Tensor([4.0935411e-11 9.0352268e-09 9.9997324e-01 2.6833297e-05], shape=(4,), dtype=float32)
tf.Tensor([1.4112312e-11 1.0936693e-10 1.0000000e+00 4.7566151e-09], shape=(4,), dtype=float32)
tf.Tensor([1.4162922e-12 1.5183287e-09 1.0000000e+00 3.0607339e-10], shape=(4,), dtype=float32)
tf.Tensor([9.9963826e-01 6.1551531e-05 2.9316999e-04 6.8856561e-06], shape=(4,), dtype=float32)
tf.Tensor([1.3224000e-14 2.3100558e-05 9.2293360e-12 9.9997699e-01], shape=(4,), dtype=float32)
tf.Tensor([8.1202073e-04 5.5414359e-05 8.7284798e-06 9.9912375e-01], shape=(4,), dtype=float32)
tf.Tensor([9.4436589e-05 4.8295464e-05 5.4098622e-05 9.9980313e-01], shape=(4,), dtype=float32)
tf.Tensor([2.4853349e-05 4.3172090e-06 2.5383673e-07 9.9997050e-01], shape=(4,), dtype=float32)
tf.Tensor([9.8629695e-01 3.5559897e-05 3.8355934e-06 1.3663619e-02], shape=(4,), dtype=float32)
tf.Tensor([1.74550250e-01 1.17422336e-04 3.88829540e-05 8.25293481e-01], shape=(4,), dtype=float32)
tf.Tensor([1.2883263e-08 2.4264934e-06 5.2224385e-07 9.9999708e-01], shape=(4,), dtype=float32)
tf.Tensor([1.1013225e-09 5.3540350e-10 1.0839937e-13 1.0000000e+00], shape=(4,), dtype=float32)
tf.Tensor([8.4418334e-06 1.0596074e-04 5.0673460e-08 9.9988562e-01], shape=(4,), dtype=float32)
tf.Tensor([2.3435543e-06 5.0423483e-09 7.7523240e-12 9.9999756e-01], shape=(4,), dtype=float32)
tf.Tensor([7.3962766e-01 2.1637876e-05 4.2663488e-04 2.5992411e-01], shape=(4,), dtype=float32)
tf.Tensor([1.5489801e-06 1.8350664e-06 4.7218564e-05 9.9994946e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9891979e-01 1.5519050e-06 3.2729283e-04 7.5127446e-04], shape=(4,), dtype=float32)
tf.Tensor([3.8092766e-02 3.4916357e-05 3.6527433e-07 9.6187198e-01], shape=(4,), dtype=float32)
tf.Tensor([1.1264323e-04 2.4257946e-05 1.6981218e-04 9.9969327e-01], shape=(4,), dtype=float32)
tf.Tensor([0.02121573 0.00538322 0.8413626  0.1320385 ], shape=(4,), dtype=float32)
tf.Tensor([8.5614616e-04 6.2741412e-05 2.1904545e-05 9.9905926e-01], shape=(4,), dtype=float32)
tf.Tensor([9.4808656e-01 2.5022033e-04 4.0195514e-02 1.1467740e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9980080e-01 1.0961361e-06 3.9751985e-08 1.9805427e-04], shape=(4,), dtype=float32)
tf.Tensor([9.99738455e-01 6.03633339e-07 1.03218426e-07 2.60910136e-04], shape=(4,), dtype=float32)
tf.Tensor([8.5763258e-01 1.9538678e-04 2.8066688e-06 1.4216922e-01], shape=(4,), dtype=float32)
tf.Tensor([3.172817e-01 1.508966e-04 9.761820e-05 6.824698e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9900621e-01 1.8887016e-05 5.0187774e-04 4.7307566e-04], shape=(4,), dtype=float32)
tf.Tensor([0.7182227  0.01440351 0.1565673  0.11080655], shape=(4,), dtype=float32)
tf.Tensor([9.5518917e-01 1.3967656e-04 7.1657165e-03 3.7505407e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9999785e-01 4.8933771e-07 7.0433103e-08 1.6710945e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9982029e-01 1.4089644e-06 2.4753928e-07 1.7802410e-04], shape=(4,), dtype=float32)
tf.Tensor([1.4071034e-02 9.9478111e-06 9.6728200e-01 1.8637056e-02], shape=(4,), dtype=float32)
tf.Tensor([1.7471880e-03 5.8536043e-06 9.9387270e-01 4.3742335e-03], shape=(4,), dtype=float32)
tf.Tensor([5.0095266e-01 2.3989263e-05 1.2825826e-03 4.9774081e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9808479e-02 1.2809526e-04 8.3480674e-01 1.4525659e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9839097e-01 2.4696052e-04 1.4455483e-04 1.2174789e-03], shape=(4,), dtype=float32)
tf.Tensor([8.4393048e-01 5.1127491e-04 1.2919983e-03 1.5426622e-01], shape=(4,), dtype=float32)
tf.Tensor([0.00930244 0.9757188  0.00105277 0.01392592], shape=(4,), dtype=float32)
tf.Tensor([8.5471762e-24 1.0000000e+00 6.7000500e-23 5.0304206e-14], shape=(4,), dtype=float32)
tf.Tensor([2.4840118e-02 9.2678726e-01 6.0668655e-05 4.8311915e-02], shape=(4,), dtype=float32)
tf.Tensor([7.5907078e-06 1.0747021e-05 9.9997485e-01 6.8617946e-06], shape=(4,), dtype=float32)
tf.Tensor([4.8075910e-10 1.0462505e-09 1.0000000e+00 3.4639552e-08], shape=(4,), dtype=float32)
tf.Tensor([4.5443155e-10 3.8862615e-09 9.9999946e-01 4.4405206e-07], shape=(4,), dtype=float32)
tf.Tensor([2.2296227e-12 6.1460825e-10 9.9999994e-01 1.5969502e-07], shape=(4,), dtype=float32)
tf.Tensor([1.4954368e-08 8.3290342e-07 9.9999374e-01 5.3405747e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9831307e-01 1.6360541e-03 3.1962874e-05 1.8949087e-05], shape=(4,), dtype=float32)
tf.Tensor([1.2150050e-11 2.2581467e-10 1.0000000e+00 2.2929008e-08], shape=(4,), dtype=float32)
tf.Tensor([4.7782021e-07 3.5338239e-08 9.9996585e-01 3.3610984e-05], shape=(4,), dtype=float32)
tf.Tensor([3.6088381e-12 1.0495571e-10 1.0000000e+00 4.1041064e-09], shape=(4,), dtype=float32)
tf.Tensor([1.5864387e-12 1.4355751e-09 1.0000000e+00 3.6902467e-10], shape=(4,), dtype=float32)
tf.Tensor([1.9275629e-07 6.8784166e-06 9.9998158e-01 1.1376494e-05], shape=(4,), dtype=float32)
tf.Tensor([7.3552953e-13 4.3459210e-01 1.4807299e-08 5.6540799e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6413693e-01 1.4590858e-04 6.1807214e-06 8.3571094e-01], shape=(4,), dtype=float32)
tf.Tensor([8.4958756e-03 2.4544814e-04 7.2230396e-05 9.9118644e-01], shape=(4,), dtype=float32)
tf.Tensor([1.7384392e-01 2.7420706e-04 1.3407912e-03 8.2454103e-01], shape=(4,), dtype=float32)
tf.Tensor([8.4438607e-02 4.5984725e-05 2.3162549e-06 9.1551310e-01], shape=(4,), dtype=float32)
tf.Tensor([3.5311241e-04 1.7497476e-05 1.4028410e-06 9.9962801e-01], shape=(4,), dtype=float32)
tf.Tensor([1.8408010e-06 4.9318451e-06 5.1172952e-07 9.9999267e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6185122e-05 1.1868340e-07 3.4269689e-09 9.9998373e-01], shape=(4,), dtype=float32)
tf.Tensor([6.4672241e-03 2.5881245e-04 2.2356633e-04 9.9305046e-01], shape=(4,), dtype=float32)
tf.Tensor([6.9657391e-11 1.0101686e-11 3.1069106e-17 1.0000000e+00], shape=(4,), dtype=float32)
tf.Tensor([9.1762924e-01 1.0310511e-05 9.4020041e-05 8.2266428e-02], shape=(4,), dtype=float32)
tf.Tensor([4.1928429e-06 2.0690929e-06 2.0797731e-04 9.9978578e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9665421e-01 4.2242127e-06 9.5020299e-04 2.3913437e-03], shape=(4,), dtype=float32)
tf.Tensor([3.6305143e-03 3.5645859e-05 1.7828661e-07 9.9633354e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4065125e-06 2.1349028e-05 4.0095023e-04 9.9957627e-01], shape=(4,), dtype=float32)
tf.Tensor([3.09634313e-04 2.70502816e-04 8.81737351e-01 1.17682554e-01], shape=(4,), dtype=float32)
tf.Tensor([1.1933904e-04 2.1237232e-05 8.6912833e-06 9.9985081e-01], shape=(4,), dtype=float32)
tf.Tensor([9.4947248e-04 4.5664390e-05 2.0190586e-04 9.9880296e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9989045e-01 1.8345370e-06 9.6608055e-08 1.0752951e-04], shape=(4,), dtype=float32)
tf.Tensor([9.8917067e-01 1.1793027e-05 1.3546750e-07 1.0817337e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9604172e-01 9.6523967e-05 8.6139905e-04 3.0003926e-03], shape=(4,), dtype=float32)
tf.Tensor([3.7388611e-01 8.8683766e-04 1.0325822e-04 6.2512380e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9879158e-01 5.2488038e-05 9.2956948e-04 2.2633788e-04], shape=(4,), dtype=float32)
tf.Tensor([9.1881715e-03 1.4602073e-05 1.2802886e-06 9.9079591e-01], shape=(4,), dtype=float32)
tf.Tensor([0.01245181 0.00470012 0.01548414 0.9673639 ], shape=(4,), dtype=float32)
tf.Tensor([8.5739684e-01 8.1982296e-05 2.6849968e-05 1.4249425e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9907607e-01 1.4232121e-06 7.2461162e-08 9.2244922e-04], shape=(4,), dtype=float32)
tf.Tensor([8.4708996e-02 4.7503945e-05 8.7686944e-01 3.8374081e-02], shape=(4,), dtype=float32)
tf.Tensor([9.0380736e-02 1.3572591e-05 9.0576547e-01 3.8402507e-03], shape=(4,), dtype=float32)
tf.Tensor([9.548060e-01 6.162309e-06 7.962476e-04 4.439165e-02], shape=(4,), dtype=float32)
tf.Tensor([1.9624429e-02 1.4284723e-04 4.8073429e-01 4.9949846e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9999350e-01 3.9751646e-07 2.8786943e-07 5.8174996e-06], shape=(4,), dtype=float32)
tf.Tensor([3.7060466e-01 4.9109093e-04 5.7290297e-04 6.2833130e-01], shape=(4,), dtype=float32)
tf.Tensor([8.4809344e-03 9.8012811e-01 8.7403913e-04 1.0516927e-02], shape=(4,), dtype=float32)
tf.Tensor([6.441048e-24 1.000000e+00 4.375628e-23 4.841881e-14], shape=(4,), dtype=float32)
tf.Tensor([1.6374502e-03 9.9249470e-01 1.7415621e-05 5.8504026e-03], shape=(4,), dtype=float32)
tf.Tensor([8.5568742e-04 1.7148445e-04 9.9889594e-01 7.6798067e-05], shape=(4,), dtype=float32)
tf.Tensor([1.2071832e-10 3.1507910e-09 9.9999988e-01 1.7051022e-07], shape=(4,), dtype=float32)
tf.Tensor([2.5212146e-12 1.8682017e-10 1.0000000e+00 5.4580887e-08], shape=(4,), dtype=float32)
tf.Tensor([1.6184084e-12 5.4095917e-10 1.0000000e+00 1.2490692e-07], shape=(4,), dtype=float32)
tf.Tensor([1.4220502e-02 1.0373458e-05 9.8560733e-01 1.6180477e-04], shape=(4,), dtype=float32)
tf.Tensor([9.8754543e-01 6.1003654e-04 1.1603395e-02 2.4107486e-04], shape=(4,), dtype=float32)
tf.Tensor([3.6572836e-14 3.1614394e-12 1.0000000e+00 1.7201766e-10], shape=(4,), dtype=float32)
tf.Tensor([1.53000269e-11 1.23392025e-08 9.99958694e-01 4.12681256e-05], shape=(4,), dtype=float32)
tf.Tensor([8.3018495e-11 1.8759874e-10 1.0000000e+00 4.6450301e-09], shape=(4,), dtype=float32)
tf.Tensor([2.0323420e-12 1.4634426e-09 1.0000000e+00 4.3079007e-10], shape=(4,), dtype=float32)
tf.Tensor([2.1249666e-06 2.9100486e-04 9.9970186e-01 5.0034714e-06], shape=(4,), dtype=float32)
tf.Tensor([1.7908540e-04 8.2111943e-01 1.4815334e-05 1.7868660e-01], shape=(4,), dtype=float32)
tf.Tensor([4.3683960e-03 2.4428002e-05 7.9990295e-06 9.9559921e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4768088e-02 3.0272973e-05 2.4434377e-04 9.8495734e-01], shape=(4,), dtype=float32)
tf.Tensor([2.4063406e-06 3.5209774e-05 3.4015470e-06 9.9995893e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0587811e-01 6.1879364e-05 1.5061610e-06 8.9405853e-01], shape=(4,), dtype=float32)
tf.Tensor([2.2480226e-04 6.1126449e-03 3.8395174e-06 9.9365872e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3065907e-06 6.5366917e-06 8.0169667e-07 9.9999136e-01], shape=(4,), dtype=float32)
tf.Tensor([3.6963860e-03 1.5434717e-06 6.8761326e-09 9.9630207e-01], shape=(4,), dtype=float32)
tf.Tensor([3.4331349e-10 2.3811414e-04 6.8922668e-10 9.9976182e-01], shape=(4,), dtype=float32)
tf.Tensor([2.90111120e-06 1.12663024e-07 1.24700472e-09 9.99996960e-01], shape=(4,), dtype=float32)
tf.Tensor([9.99961495e-01 1.27608555e-08 1.08205933e-08 3.84708910e-05], shape=(4,), dtype=float32)
tf.Tensor([2.6857522e-05 9.5197618e-07 4.3952843e-04 9.9953258e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9831182e-01 2.1994056e-06 4.0049452e-04 1.2853476e-03], shape=(4,), dtype=float32)
tf.Tensor([5.0755483e-03 4.8206821e-05 6.1930871e-07 9.9487555e-01], shape=(4,), dtype=float32)
tf.Tensor([3.7212146e-08 7.6327469e-06 8.6531720e-05 9.9990565e-01], shape=(4,), dtype=float32)
tf.Tensor([0.07600408 0.01073571 0.57035667 0.34290355], shape=(4,), dtype=float32)
tf.Tensor([1.9802117e-04 2.8653007e-05 1.5559728e-05 9.9975771e-01], shape=(4,), dtype=float32)
tf.Tensor([3.3665454e-04 1.7161472e-04 1.7034019e-04 9.9932128e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9751562e-01 3.6106085e-05 1.9607696e-06 2.4463010e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9993247e-01 1.6759319e-06 5.6709034e-08 6.5802516e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9705285e-01 2.9746350e-05 5.7905601e-07 2.9169607e-03], shape=(4,), dtype=float32)
tf.Tensor([3.75754058e-01 1.13914946e-04 4.26158113e-05 6.24089420e-01], shape=(4,), dtype=float32)
tf.Tensor([9.4202137e-01 1.0089506e-04 5.2562304e-04 5.7352066e-02], shape=(4,), dtype=float32)
tf.Tensor([0.41089243 0.02907613 0.55737126 0.00266007], shape=(4,), dtype=float32)
tf.Tensor([0.00514396 0.01503355 0.24072546 0.73909694], shape=(4,), dtype=float32)
tf.Tensor([9.9999934e-01 9.3700081e-08 7.1914222e-08 4.7449481e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9959290e-01 8.2291905e-07 3.8846316e-08 4.0626174e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9469447e-01 1.6876480e-05 4.1229045e-03 1.1656738e-03], shape=(4,), dtype=float32)
tf.Tensor([3.0100453e-03 2.1216888e-06 9.9657220e-01 4.1560369e-04], shape=(4,), dtype=float32)
