tf.Tensor([3.7571881e-02 1.3397689e-04 1.2399416e-04 9.6217012e-01], shape=(4,), dtype=float32)
tf.Tensor([9.999418e-01 1.493470e-06 1.837695e-06 5.484567e-05], shape=(4,), dtype=float32)
tf.Tensor([0.86064804 0.13452318 0.00204934 0.0027794 ], shape=(4,), dtype=float32)
tf.Tensor([3.4481156e-04 9.2721498e-01 4.0552788e-04 7.2034642e-02], shape=(4,), dtype=float32)
tf.Tensor([0.1603457  0.5049956  0.06918868 0.26547006], shape=(4,), dtype=float32)
tf.Tensor([9.4540988e-04 9.9664986e-01 8.3204313e-06 2.3963957e-03], shape=(4,), dtype=float32)
tf.Tensor([1.6360507e-07 1.3906675e-05 9.9997306e-01 1.2905072e-05], shape=(4,), dtype=float32)
tf.Tensor([6.3472235e-06 3.6105294e-09 9.9999368e-01 3.2848188e-08], shape=(4,), dtype=float32)
tf.Tensor([7.5715235e-08 2.3084812e-09 9.9999958e-01 3.3964392e-07], shape=(4,), dtype=float32)
tf.Tensor([3.7241599e-01 9.8943622e-07 6.2721813e-01 3.6487298e-04], shape=(4,), dtype=float32)
tf.Tensor([9.6158264e-04 8.9022387e-06 9.9902928e-01 1.5857239e-07], shape=(4,), dtype=float32)
tf.Tensor([2.5033334e-01 1.4678808e-03 7.4764907e-01 5.4968696e-04], shape=(4,), dtype=float32)
tf.Tensor([5.4647562e-09 1.4306613e-10 9.9999982e-01 2.0240887e-07], shape=(4,), dtype=float32)
tf.Tensor([2.4500772e-01 1.5579553e-07 7.5448233e-01 5.0976186e-04], shape=(4,), dtype=float32)
tf.Tensor([1.5527778e-04 8.8261668e-06 9.9983537e-01 5.2285219e-07], shape=(4,), dtype=float32)
tf.Tensor([5.7961816e-11 3.2146765e-08 1.0000000e+00 3.1344443e-09], shape=(4,), dtype=float32)
tf.Tensor([2.2932256e-05 1.1729778e-05 9.9993372e-01 3.1624357e-05], shape=(4,), dtype=float32)
tf.Tensor([2.5352340e-03 7.6757216e-01 2.4802575e-05 2.2986776e-01], shape=(4,), dtype=float32)
tf.Tensor([4.0097322e-04 3.4355344e-06 1.1436944e-06 9.9959451e-01], shape=(4,), dtype=float32)
tf.Tensor([6.4126850e-04 3.7206595e-05 3.1272604e-05 9.9929023e-01], shape=(4,), dtype=float32)
tf.Tensor([2.1403020e-02 5.3034063e-02 2.1700702e-04 9.2534584e-01], shape=(4,), dtype=float32)
tf.Tensor([3.5199001e-01 1.8962938e-01 6.2027329e-06 4.5837441e-01], shape=(4,), dtype=float32)
tf.Tensor([2.8878376e-01 5.4187629e-05 1.2009716e-05 7.1115005e-01], shape=(4,), dtype=float32)
tf.Tensor([1.17308805e-02 4.69039350e-08 3.74677755e-09 9.88269091e-01], shape=(4,), dtype=float32)
tf.Tensor([5.3435338e-05 6.0278147e-08 1.6742939e-09 9.9994659e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9813325e-02 4.9999985e-01 4.8009315e-01 9.3650211e-05], shape=(4,), dtype=float32)
tf.Tensor([3.6629041e-07 9.0812746e-11 2.4982792e-16 9.9999964e-01], shape=(4,), dtype=float32)
tf.Tensor([5.5354363e-01 1.6399739e-05 1.9905597e-04 4.4624096e-01], shape=(4,), dtype=float32)
tf.Tensor([2.4837243e-06 2.2031836e-06 1.6815578e-04 9.9982721e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9948496e-01 2.3154865e-07 3.3866000e-04 1.7619536e-04], shape=(4,), dtype=float32)
tf.Tensor([6.0190994e-01 9.2318201e-05 7.4310276e-07 3.9799705e-01], shape=(4,), dtype=float32)
tf.Tensor([8.1184504e-07 1.1606158e-05 2.2832191e-04 9.9975926e-01], shape=(4,), dtype=float32)
tf.Tensor([0.04598842 0.34197906 0.34643972 0.26559284], shape=(4,), dtype=float32)
tf.Tensor([1.343183e-04 1.983835e-05 9.562526e-06 9.998362e-01], shape=(4,), dtype=float32)
tf.Tensor([7.8166616e-01 4.3222163e-04 2.1125902e-01 6.6426871e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9994087e-01 2.1105448e-06 2.0281649e-07 5.6729299e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9992460e-01 4.7838336e-07 3.0028144e-08 7.4933203e-05], shape=(4,), dtype=float32)
tf.Tensor([9.4561893e-01 6.0111841e-05 1.1677319e-06 5.4319926e-02], shape=(4,), dtype=float32)
tf.Tensor([6.5002048e-01 6.3460989e-06 8.4303690e-07 3.4997234e-01], shape=(4,), dtype=float32)
tf.Tensor([5.4711360e-01 2.1049033e-03 4.5052961e-01 2.5195366e-04], shape=(4,), dtype=float32)
tf.Tensor([1.6900620e-03 3.1685131e-03 9.6094300e-07 9.9514055e-01], shape=(4,), dtype=float32)
tf.Tensor([0.51013154 0.03614105 0.40780652 0.04592084], shape=(4,), dtype=float32)
tf.Tensor([9.9984211e-01 2.1245032e-07 2.9749636e-08 1.5765567e-04], shape=(4,), dtype=float32)
tf.Tensor([9.0445054e-01 1.6025424e-05 7.6280924e-07 9.5532686e-02], shape=(4,), dtype=float32)
tf.Tensor([5.1792395e-01 2.5252770e-05 4.5218217e-01 2.9868588e-02], shape=(4,), dtype=float32)
tf.Tensor([5.8773226e-01 1.3805045e-05 4.0925667e-01 2.9972456e-03], shape=(4,), dtype=float32)
tf.Tensor([7.2404015e-01 7.0381808e-05 1.2487975e-02 2.6340160e-01], shape=(4,), dtype=float32)
tf.Tensor([5.0137693e-01 1.8817677e-06 4.5071970e-04 4.9817047e-01], shape=(4,), dtype=float32)
tf.Tensor([0.5973364  0.00150851 0.39372832 0.00742676], shape=(4,), dtype=float32)
tf.Tensor([9.9967569e-01 5.1624602e-07 2.4826589e-04 7.5556425e-05], shape=(4,), dtype=float32)
tf.Tensor([1.9965218e-03 9.9684393e-01 1.7462883e-04 9.8498072e-04], shape=(4,), dtype=float32)
tf.Tensor([0.16028748 0.5049398  0.10252183 0.23225091], shape=(4,), dtype=float32)
tf.Tensor([0.04601324 0.8807409  0.0028443  0.0704016 ], shape=(4,), dtype=float32)
tf.Tensor([2.9703753e-07 8.7234293e-06 9.9998188e-01 9.1527518e-06], shape=(4,), dtype=float32)
tf.Tensor([2.2880796e-04 1.4242770e-06 9.9249375e-01 7.2760098e-03], shape=(4,), dtype=float32)
tf.Tensor([3.4380354e-02 6.5767461e-05 9.6532452e-01 2.2932212e-04], shape=(4,), dtype=float32)
tf.Tensor([0.02700692 0.00309845 0.9530683  0.01682638], shape=(4,), dtype=float32)
tf.Tensor([8.0908352e-04 4.9744167e-06 9.9918580e-01 1.4341313e-07], shape=(4,), dtype=float32)
tf.Tensor([9.8963749e-01 1.0314609e-02 1.3641249e-05 3.4299792e-05], shape=(4,), dtype=float32)
tf.Tensor([5.0325518e-11 1.3459304e-12 1.0000000e+00 9.3517576e-11], shape=(4,), dtype=float32)
tf.Tensor([1.5678888e-05 5.4165334e-09 9.9997067e-01 1.3681413e-05], shape=(4,), dtype=float32)
tf.Tensor([5.5888124e-02 7.0533698e-04 7.6784134e-01 1.7556523e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9363386e-11 3.5632902e-10 1.0000000e+00 7.7969559e-10], shape=(4,), dtype=float32)
tf.Tensor([2.45617116e-06 1.02881495e-05 9.99935269e-01 5.19390305e-05], shape=(4,), dtype=float32)
tf.Tensor([5.4439274e-03 3.0454880e-01 3.0109972e-05 6.8997717e-01], shape=(4,), dtype=float32)
tf.Tensor([9.2451975e-02 7.8594174e-05 3.1845552e-06 9.0746617e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0119586e-01 1.2458542e-04 2.1329566e-05 8.9865822e-01], shape=(4,), dtype=float32)
tf.Tensor([1.16975925e-05 4.60740703e-05 7.81788276e-06 9.99934435e-01], shape=(4,), dtype=float32)
tf.Tensor([9.767532e-07 3.509532e-08 2.446439e-08 9.999990e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6993654e-04 8.3384693e-06 6.2407639e-07 9.9982107e-01], shape=(4,), dtype=float32)
tf.Tensor([8.1933299e-03 2.4154912e-07 4.2048057e-08 9.9180639e-01], shape=(4,), dtype=float32)
tf.Tensor([4.2106539e-01 4.0976229e-06 3.4580271e-08 5.7893044e-01], shape=(4,), dtype=float32)
tf.Tensor([4.8786610e-01 2.6149873e-04 1.9466633e-04 5.1167774e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9064077e-04 8.1601444e-05 1.3003519e-05 9.9971473e-01], shape=(4,), dtype=float32)
tf.Tensor([9.6466410e-01 1.5991629e-05 1.4601740e-03 3.3859652e-02], shape=(4,), dtype=float32)
tf.Tensor([9.0074827e-06 1.5959120e-06 7.3982135e-04 9.9924958e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9961901e-01 2.7167243e-07 1.9235197e-04 1.8836666e-04], shape=(4,), dtype=float32)
tf.Tensor([2.0337079e-03 1.7126795e-05 2.3577898e-06 9.9794686e-01], shape=(4,), dtype=float32)
tf.Tensor([9.7440032e-05 2.6370133e-06 1.9532712e-05 9.9988043e-01], shape=(4,), dtype=float32)
tf.Tensor([0.0440856  0.02064786 0.3524823  0.5827842 ], shape=(4,), dtype=float32)
tf.Tensor([2.0252551e-04 6.5728627e-06 3.9271421e-07 9.9979049e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0905252e-02 7.8349156e-05 6.4853775e-05 9.8895156e-01], shape=(4,), dtype=float32)
tf.Tensor([4.8599905e-01 2.6224955e-04 2.4412670e-05 5.1371431e-01], shape=(4,), dtype=float32)
tf.Tensor([9.999081e-01 4.811097e-07 3.463750e-08 9.137368e-05], shape=(4,), dtype=float32)
tf.Tensor([9.5546246e-01 2.0319008e-04 9.1757911e-06 4.4325102e-02], shape=(4,), dtype=float32)
tf.Tensor([7.4275208e-01 2.1688520e-05 5.7037419e-06 2.5722054e-01], shape=(4,), dtype=float32)
tf.Tensor([0.50076765 0.01516095 0.4758054  0.00826605], shape=(4,), dtype=float32)
tf.Tensor([7.6383720e-03 1.1762501e-05 1.1252540e-06 9.9234867e-01], shape=(4,), dtype=float32)
tf.Tensor([0.40841988 0.00118351 0.5869546  0.00344195], shape=(4,), dtype=float32)
tf.Tensor([9.9489486e-01 5.0595221e-03 4.3996846e-05 1.5830392e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9981070e-01 1.7722583e-04 1.0109861e-05 1.9232966e-06], shape=(4,), dtype=float32)
tf.Tensor([7.3941398e-01 7.9410733e-05 1.6316326e-01 9.7343236e-02], shape=(4,), dtype=float32)
tf.Tensor([4.6996737e-01 8.4958208e-07 5.3001565e-01 1.6175483e-05], shape=(4,), dtype=float32)
tf.Tensor([5.9248460e-04 1.7319060e-06 1.7787108e-05 9.9938804e-01], shape=(4,), dtype=float32)
tf.Tensor([5.0669891e-01 5.0813920e-05 1.0382899e-01 3.8942128e-01], shape=(4,), dtype=float32)
tf.Tensor([0.763356   0.06496183 0.00265316 0.16902898], shape=(4,), dtype=float32)
tf.Tensor([0.8572358  0.13723704 0.00132309 0.00420403], shape=(4,), dtype=float32)
tf.Tensor([2.966903e-04 9.151124e-01 4.011000e-04 8.418986e-02], shape=(4,), dtype=float32)
tf.Tensor([0.17566715 0.54733676 0.2708071  0.006189  ], shape=(4,), dtype=float32)
tf.Tensor([8.299018e-04 9.960655e-01 1.135133e-05 3.093281e-03], shape=(4,), dtype=float32)
tf.Tensor([1.9267102e-06 2.4611250e-06 9.9999350e-01 2.1106177e-06], shape=(4,), dtype=float32)
tf.Tensor([4.4543889e-09 3.6105971e-10 1.0000000e+00 2.0163291e-08], shape=(4,), dtype=float32)
tf.Tensor([3.4540243e-02 3.5050503e-05 9.6542370e-01 9.6001099e-07], shape=(4,), dtype=float32)
tf.Tensor([0.02700985 0.00310119 0.9530597  0.01682935], shape=(4,), dtype=float32)
tf.Tensor([2.4924582e-08 1.1556125e-06 9.9999857e-01 2.4428334e-07], shape=(4,), dtype=float32)
tf.Tensor([7.8388190e-01 2.5044318e-04 3.2148213e-04 2.1554616e-01], shape=(4,), dtype=float32)
tf.Tensor([4.7301883e-06 6.6042078e-09 9.9999523e-01 1.5710505e-07], shape=(4,), dtype=float32)
tf.Tensor([1.4760207e-06 4.2692783e-09 9.9999762e-01 9.6988742e-07], shape=(4,), dtype=float32)
tf.Tensor([1.3977822e-04 9.5634807e-09 9.9985814e-01 2.0909417e-06], shape=(4,), dtype=float32)
tf.Tensor([3.5018107e-07 7.1062874e-07 9.9999893e-01 2.1151065e-08], shape=(4,), dtype=float32)
tf.Tensor([0.01075424 0.01149068 0.9762774  0.00147767], shape=(4,), dtype=float32)
tf.Tensor([1.9697204e-02 1.4273687e-01 2.6355709e-05 8.3753955e-01], shape=(4,), dtype=float32)
tf.Tensor([1.2368067e-02 2.8564891e-05 2.8318889e-06 9.8760051e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5661736e-01 2.3441506e-04 4.3722153e-05 4.3104474e-02], shape=(4,), dtype=float32)
tf.Tensor([1.2382384e-03 1.7935650e-05 1.9966274e-07 9.9874359e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3903672e-02 1.5994647e-01 5.4442171e-07 8.2614934e-01], shape=(4,), dtype=float32)
tf.Tensor([4.9483526e-04 7.8890022e-05 8.8316447e-06 9.9941754e-01], shape=(4,), dtype=float32)
tf.Tensor([5.7286362e-04 3.0612355e-07 5.9407473e-08 9.9942678e-01], shape=(4,), dtype=float32)
tf.Tensor([3.2069108e-01 3.4444231e-08 4.5049308e-11 6.7930889e-01], shape=(4,), dtype=float32)
tf.Tensor([2.9437509e-04 4.9999577e-01 4.9970385e-01 5.9876961e-06], shape=(4,), dtype=float32)
tf.Tensor([8.1988480e-03 9.6614556e-09 5.0067700e-11 9.9180114e-01], shape=(4,), dtype=float32)
tf.Tensor([5.3324723e-01 1.9330542e-05 1.0982177e-03 4.6563515e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3111073e-05 2.1391377e-06 8.0731598e-04 9.9917746e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9942517e-01 2.1393684e-07 4.1813505e-04 1.5648766e-04], shape=(4,), dtype=float32)
tf.Tensor([1.9613169e-02 2.4913618e-04 9.6628228e-06 9.8012805e-01], shape=(4,), dtype=float32)
tf.Tensor([8.2318979e-07 1.0722079e-05 2.0048754e-04 9.9978799e-01], shape=(4,), dtype=float32)
tf.Tensor([0.05296209 0.07415735 0.2579745  0.6149061 ], shape=(4,), dtype=float32)
tf.Tensor([1.3164462e-01 9.4617957e-05 2.8135386e-07 8.6826050e-01], shape=(4,), dtype=float32)
tf.Tensor([6.2858519e-05 8.4447203e-07 5.8758377e-07 9.9993569e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9985290e-01 1.3148598e-06 4.5874984e-07 1.4533810e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9984193e-01 4.0825586e-07 6.2459890e-08 1.5763573e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9687755e-01 1.2326702e-04 4.9247744e-04 2.5066680e-03], shape=(4,), dtype=float32)
tf.Tensor([6.3114667e-01 5.8939736e-06 6.8304240e-07 3.6884677e-01], shape=(4,), dtype=float32)
tf.Tensor([0.5640944  0.00646864 0.38950336 0.0399336 ], shape=(4,), dtype=float32)
tf.Tensor([0.32274994 0.07825686 0.58822644 0.01076682], shape=(4,), dtype=float32)
tf.Tensor([8.2280725e-01 4.4632936e-04 1.4766276e-01 2.9083645e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9995619e-01 4.4225141e-07 4.3145097e-05 2.2394616e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9998140e-01 2.3955900e-07 1.0134765e-06 1.7401306e-05], shape=(4,), dtype=float32)
tf.Tensor([4.4584131e-01 3.3332024e-05 5.1615906e-01 3.7966322e-02], shape=(4,), dtype=float32)
tf.Tensor([8.00881207e-01 1.13864635e-05 1.25815436e-01 7.32919425e-02], shape=(4,), dtype=float32)
tf.Tensor([5.0781149e-01 1.7837773e-06 3.4213168e-05 4.9215254e-01], shape=(4,), dtype=float32)
tf.Tensor([5.1727766e-01 3.0565618e-05 4.4890735e-01 3.3784416e-02], shape=(4,), dtype=float32)
tf.Tensor([9.98729706e-01 1.15934236e-03 3.72812701e-06 1.07236105e-04], shape=(4,), dtype=float32)
tf.Tensor([8.8942689e-01 5.1706564e-04 7.0981792e-04 1.0934619e-01], shape=(4,), dtype=float32)
tf.Tensor([4.2767660e-03 9.9002767e-01 4.3708019e-04 5.2584633e-03], shape=(4,), dtype=float32)
tf.Tensor([0.1691666  0.552873   0.27081305 0.00714733], shape=(4,), dtype=float32)
tf.Tensor([0.07753545 0.8411963  0.02604869 0.05521956], shape=(4,), dtype=float32)
tf.Tensor([3.3337541e-02 3.8500297e-05 9.6661431e-01 9.6797548e-06], shape=(4,), dtype=float32)
tf.Tensor([8.7502403e-03 7.5768749e-06 9.9124217e-01 2.2689168e-08], shape=(4,), dtype=float32)
tf.Tensor([6.9858800e-03 2.9381260e-06 9.8939425e-01 3.6169915e-03], shape=(4,), dtype=float32)
tf.Tensor([4.1801512e-04 1.8314963e-06 9.9942923e-01 1.5093797e-04], shape=(4,), dtype=float32)
tf.Tensor([0.00410161 0.03450007 0.9594476  0.00195059], shape=(4,), dtype=float32)
tf.Tensor([7.7703464e-01 3.7630885e-03 2.1865122e-01 5.5105984e-04], shape=(4,), dtype=float32)
tf.Tensor([5.1403509e-05 8.4567745e-08 9.9992812e-01 2.0425929e-05], shape=(4,), dtype=float32)
tf.Tensor([4.0827632e-05 1.6419222e-08 9.9995309e-01 6.0990783e-06], shape=(4,), dtype=float32)
tf.Tensor([1.3826675e-04 8.9148227e-09 9.9985969e-01 2.0283069e-06], shape=(4,), dtype=float32)
tf.Tensor([6.85914029e-06 1.71018456e-07 9.99992847e-01 1.09394556e-07], shape=(4,), dtype=float32)
tf.Tensor([1.5696609e-05 7.5548141e-06 9.9997056e-01 6.1944074e-06], shape=(4,), dtype=float32)
tf.Tensor([2.1135619e-01 1.8009586e-04 8.4387917e-05 7.8837931e-01], shape=(4,), dtype=float32)
tf.Tensor([5.6921584e-03 1.6202239e-05 6.5242589e-06 9.9428511e-01], shape=(4,), dtype=float32)
tf.Tensor([6.7742057e-03 1.5017314e-05 1.2127950e-04 9.9308950e-01], shape=(4,), dtype=float32)
tf.Tensor([1.1922474e-06 1.4181013e-05 1.2483341e-06 9.9998337e-01], shape=(4,), dtype=float32)
tf.Tensor([5.9481448e-01 3.0811127e-05 5.3200324e-07 4.0515411e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6403449e-01 5.9481026e-05 1.4985259e-05 8.3589101e-01], shape=(4,), dtype=float32)
tf.Tensor([0.5272646  0.00068121 0.00381658 0.4682376 ], shape=(4,), dtype=float32)
tf.Tensor([3.3568373e-01 1.7109656e-05 2.2167060e-07 6.6429889e-01], shape=(4,), dtype=float32)
tf.Tensor([7.1813869e-03 4.6798781e-05 4.9280179e-01 4.9997008e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4389636e-06 1.0359269e-08 9.8686871e-11 9.9999857e-01], shape=(4,), dtype=float32)
tf.Tensor([5.3615844e-01 2.1345195e-05 1.1136796e-03 4.6270651e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4141425e-04 1.6291031e-06 2.7461778e-04 9.9958235e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5730507e-01 8.5129184e-05 1.6403155e-04 4.2445771e-02], shape=(4,), dtype=float32)
tf.Tensor([2.2445936e-03 1.7635575e-05 2.3090292e-06 9.9773550e-01], shape=(4,), dtype=float32)
tf.Tensor([6.4218366e-05 3.8611633e-06 2.1781367e-05 9.9991012e-01], shape=(4,), dtype=float32)
tf.Tensor([9.6295093e-04 2.2923453e-04 1.7151235e-01 8.2729542e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0270724e-04 8.2272218e-06 1.4717741e-06 9.9988759e-01], shape=(4,), dtype=float32)
tf.Tensor([1.1245215e-01 1.9649800e-05 6.3973181e-03 8.8113093e-01], shape=(4,), dtype=float32)
tf.Tensor([5.3482127e-01 1.8768120e-05 7.0466388e-07 4.6515933e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9994522e-01 4.5781439e-07 2.7219151e-08 5.4316406e-05], shape=(4,), dtype=float32)
tf.Tensor([0.55788827 0.00203533 0.43361047 0.00646591], shape=(4,), dtype=float32)
tf.Tensor([7.4300206e-01 3.8134298e-04 5.0079205e-05 2.5656641e-01], shape=(4,), dtype=float32)
tf.Tensor([0.8756001  0.00607791 0.06267987 0.05564206], shape=(4,), dtype=float32)
tf.Tensor([4.9927795e-01 6.7872775e-06 5.1893334e-08 5.0071526e-01], shape=(4,), dtype=float32)
tf.Tensor([7.1069348e-01 1.1091240e-04 2.7471069e-01 1.4484888e-02], shape=(4,), dtype=float32)
tf.Tensor([9.5588636e-01 1.2664027e-03 8.2506804e-06 4.2839002e-02], shape=(4,), dtype=float32)
tf.Tensor([9.8559356e-01 2.6372931e-04 2.3322932e-06 1.4140363e-02], shape=(4,), dtype=float32)
tf.Tensor([7.2816110e-01 2.3395158e-05 1.9607965e-03 2.6985472e-01], shape=(4,), dtype=float32)
tf.Tensor([5.5256653e-01 1.3263914e-05 4.4378704e-01 3.6331718e-03], shape=(4,), dtype=float32)
tf.Tensor([7.3660779e-01 2.6392015e-06 3.7402223e-04 2.6301554e-01], shape=(4,), dtype=float32)
tf.Tensor([5.127362e-01 1.800559e-05 4.623520e-01 2.489374e-02], shape=(4,), dtype=float32)
tf.Tensor([9.9997824e-01 8.3033592e-06 9.7912798e-06 3.5958130e-06], shape=(4,), dtype=float32)
tf.Tensor([6.6121686e-01 2.4926223e-04 4.4054858e-04 3.3809334e-01], shape=(4,), dtype=float32)
tf.Tensor([3.5024898e-03 9.9265444e-01 4.1460889e-04 3.4284969e-03], shape=(4,), dtype=float32)
tf.Tensor([4.3489723e-03 5.0152534e-01 2.5334941e-06 4.9412316e-01], shape=(4,), dtype=float32)
tf.Tensor([4.3519534e-02 8.8520360e-01 8.2799204e-05 7.1194038e-02], shape=(4,), dtype=float32)
tf.Tensor([6.4963460e-02 3.9941934e-04 9.3459570e-01 4.1407555e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9257263e-04 5.1723937e-06 9.9895322e-01 4.9108748e-05], shape=(4,), dtype=float32)
tf.Tensor([1.4680098e-01 2.7510984e-04 8.4787369e-01 5.0502340e-03], shape=(4,), dtype=float32)
tf.Tensor([1.28280581e-03 1.03066796e-07 9.98691916e-01 2.51793535e-05], shape=(4,), dtype=float32)
tf.Tensor([2.5743022e-05 1.7344102e-03 9.9822247e-01 1.7369113e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9759185e-01 1.3517171e-04 5.5453183e-06 2.2674445e-03], shape=(4,), dtype=float32)
tf.Tensor([6.0094369e-09 7.7810947e-10 9.9999976e-01 2.8119288e-07], shape=(4,), dtype=float32)
tf.Tensor([7.7933805e-07 9.4261932e-09 9.9999750e-01 1.7512723e-06], shape=(4,), dtype=float32)
tf.Tensor([3.1700831e-09 2.4870326e-09 1.0000000e+00 4.1889976e-08], shape=(4,), dtype=float32)
tf.Tensor([1.03264254e-04 2.89502367e-02 9.70942199e-01 4.31814851e-06], shape=(4,), dtype=float32)
tf.Tensor([5.0345210e-05 4.3025073e-05 9.9990290e-01 3.7633920e-06], shape=(4,), dtype=float32)
tf.Tensor([4.25412767e-02 1.09772414e-01 2.60010984e-05 8.47660303e-01], shape=(4,), dtype=float32)
tf.Tensor([2.1677494e-02 3.2597887e-05 2.9426276e-06 9.7828698e-01], shape=(4,), dtype=float32)
tf.Tensor([8.5677646e-05 1.4981893e-05 4.4398388e-05 9.9985492e-01], shape=(4,), dtype=float32)
tf.Tensor([3.8173744e-06 1.1054408e-06 7.5551583e-08 9.9999511e-01], shape=(4,), dtype=float32)
tf.Tensor([6.6179149e-02 3.8256752e-01 4.6262376e-05 5.5120707e-01], shape=(4,), dtype=float32)
tf.Tensor([9.2152512e-01 2.5405380e-04 1.0751089e-03 7.7145725e-02], shape=(4,), dtype=float32)
tf.Tensor([1.7757128e-01 1.2997031e-06 2.8174549e-07 8.2242715e-01], shape=(4,), dtype=float32)
tf.Tensor([4.2106539e-01 4.0976229e-06 3.4580271e-08 5.7893044e-01], shape=(4,), dtype=float32)
tf.Tensor([4.0657067e-01 1.7695688e-04 9.6123531e-02 4.9712887e-01], shape=(4,), dtype=float32)
tf.Tensor([2.8974077e-06 6.0119865e-10 1.3954642e-15 9.9999714e-01], shape=(4,), dtype=float32)
tf.Tensor([5.2156210e-01 2.4292840e-06 2.4889887e-05 4.7841054e-01], shape=(4,), dtype=float32)
tf.Tensor([2.7422724e-02 3.7030523e-07 1.7389773e-05 9.7255957e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9926162e-01 2.4968534e-07 5.6634552e-04 1.7177338e-04], shape=(4,), dtype=float32)
tf.Tensor([1.1985906e-02 1.5176307e-05 9.3499438e-07 9.8799801e-01], shape=(4,), dtype=float32)
tf.Tensor([3.0710111e-05 1.3899868e-05 9.7426790e-05 9.9985790e-01], shape=(4,), dtype=float32)
tf.Tensor([0.00691354 0.05406697 0.34163332 0.5973862 ], shape=(4,), dtype=float32)
tf.Tensor([1.2711686e-04 1.7831080e-05 8.9972236e-06 9.9984604e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9792747e-02 3.0712756e-05 1.0677356e-02 9.6949923e-01], shape=(4,), dtype=float32)
tf.Tensor([5.9071994e-01 1.7080314e-05 6.8002316e-07 4.0926233e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9991459e-01 2.3231344e-06 4.0768114e-08 8.3025079e-05], shape=(4,), dtype=float32)
tf.Tensor([6.5654349e-01 1.8689991e-04 3.3353469e-01 9.7349305e-03], shape=(4,), dtype=float32)
tf.Tensor([5.4421717e-01 3.5434851e-04 1.9232211e-05 4.5540926e-01], shape=(4,), dtype=float32)
tf.Tensor([9.2097723e-01 6.4664455e-03 2.7832869e-04 7.2277933e-02], shape=(4,), dtype=float32)
tf.Tensor([0.21248023 0.00822467 0.49994403 0.27935106], shape=(4,), dtype=float32)
tf.Tensor([0.4508335  0.00135396 0.544579   0.00323359], shape=(4,), dtype=float32)
tf.Tensor([9.9999714e-01 1.4412147e-07 3.9074852e-08 2.6766770e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9950564e-01 8.8708595e-07 4.8535124e-08 4.9341592e-04], shape=(4,), dtype=float32)
tf.Tensor([5.5483812e-01 2.9585870e-05 4.0774333e-01 3.7388917e-02], shape=(4,), dtype=float32)
tf.Tensor([5.0502902e-01 2.3150906e-06 4.9440464e-01 5.6397321e-04], shape=(4,), dtype=float32)
tf.Tensor([7.73394465e-01 1.36193485e-05 1.43348938e-03 2.25158378e-01], shape=(4,), dtype=float32)
tf.Tensor([5.0125855e-01 1.5770076e-05 2.1675831e-02 4.7704989e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9447525e-01 9.8811164e-05 3.6464210e-03 1.7795900e-03], shape=(4,), dtype=float32)
tf.Tensor([9.6806324e-01 2.9131837e-02 4.3903256e-04 2.3659130e-03], shape=(4,), dtype=float32)
tf.Tensor([2.88701092e-04 8.97661746e-01 4.01674712e-04 1.01647854e-01], shape=(4,), dtype=float32)
tf.Tensor([3.5470126e-03 5.0319284e-01 5.0481599e-06 4.9325505e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0602856e-03 9.9385583e-01 1.5442380e-05 5.0684875e-03], shape=(4,), dtype=float32)
tf.Tensor([3.1486663e-05 1.7924655e-06 9.9996638e-01 2.7283909e-07], shape=(4,), dtype=float32)
tf.Tensor([2.7619218e-04 5.1530701e-06 9.9966955e-01 4.9110120e-05], shape=(4,), dtype=float32)
